,时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-实时,风电出力-实时,光伏出力-实时,水电出力-实时,联络线计划-实时,非市场化机组出力-实时,平均出清价格-实时（元/MWh）
1934,2024-08-16_14:00-15:00,2024-08-16,14:00-15:00,2024,8,16,5,0,3,14,1,0,44639.0,1385.569214,10550.89648,16910.0,-7644.0,25062.06,378.442322
1935,2024-08-16_15:00-16:00,2024-08-16,15:00-16:00,2024,8,16,5,0,3,15,1,0,44413.0,1450.929932,7920.217285,18583.811,-6463.0,25756.781,386.269928
1936,2024-08-16_16:00-17:00,2024-08-16,16:00-17:00,2024,8,16,5,0,3,16,0,0,43947.0,1722.162354,4758.920898,21584.2,-6364.0,27510.4,389.366119
1937,2024-08-16_17:00-18:00,2024-08-16,17:00-18:00,2024,8,16,5,0,3,17,0,0,42041.0,1754.60498,1871.382324,22860.2,-5526.0,27547.44,436.223389
1938,2024-08-16_18:00-19:00,2024-08-16,18:00-19:00,2024,8,16,5,0,3,18,0,0,41458.0,1734.66333,236.324188,22603.0,-3977.0,26850.25,394.845978
1939,2024-08-16_19:00-20:00,2024-08-16,19:00-20:00,2024,8,16,5,0,3,19,0,0,43300.0,2280.773926,115.422852,22891.556,-3305.0,27527.026,401.644684
1940,2024-08-16_20:00-21:00,2024-08-16,20:00-21:00,2024,8,16,5,0,3,20,0,0,43630.0,2664.947021,0.03,23034.0,-3208.0,28740.3,399.677216
1941,2024-08-16_21:00-22:00,2024-08-16,21:00-22:00,2024,8,16,5,0,3,21,0,0,41939.0,2775.692383,0.0,23259.0,-3983.0,28729.99,377.600525
1942,2024-08-16_22:00-23:00,2024-08-16,22:00-23:00,2024,8,16,5,0,3,22,0,1,39807.0,2716.724609,0.0,23138.836,-4964.0,27385.706,384.233917
1943,2024-08-16_23:00-24:00,2024-08-16,23:00-24:00,2024,8,16,5,0,3,23,0,1,37805.0,2676.014648,0.0,22789.652,-6555.0,26566.762,384.065521
1944,2024-08-17_00:00-01:00,2024-08-17,00:00-01:00,2024,8,17,6,1,3,0,0,1,39324.133,2373.72998,0.0,20486.479,-5618.0,23177.439,397.698853
1945,2024-08-17_01:00-02:00,2024-08-17,01:00-02:00,2024,8,17,6,1,3,1,0,1,37517.02,2078.181641,0.0,18293.174,-5418.0,20919.394,416.57486
1946,2024-08-17_02:00-03:00,2024-08-17,02:00-03:00,2024,8,17,6,1,3,2,0,1,36350.008,1968.722046,0.0,17570.014,-5612.0,20156.952,398.059845
1947,2024-08-17_03:00-04:00,2024-08-17,03:00-04:00,2024,8,17,6,1,3,3,0,1,34966.852,1847.350342,0.0,17607.148,-5533.0,20253.151,396.615082
1948,2024-08-17_04:00-05:00,2024-08-17,04:00-05:00,2024,8,17,6,1,3,4,0,1,34253.801,1802.800171,0.01,17609.828,-4642.0,20334.296,380.854401
1949,2024-08-17_05:00-06:00,2024-08-17,05:00-06:00,2024,8,17,6,1,3,5,0,1,34069.547,1885.532593,163.792984,17420.166,-4181.0,20289.783,373.949341
1950,2024-08-17_06:00-07:00,2024-08-17,06:00-07:00,2024,8,17,6,1,3,6,0,1,34035.887,1753.13562,1429.53125,17389.676,-2716.0,21111.09,354.591064
1951,2024-08-17_07:00-08:00,2024-08-17,07:00-08:00,2024,8,17,6,1,3,7,0,0,35194.648,1391.771362,4253.109863,17109.592,-2279.0,22383.738,343.030914
1952,2024-08-17_08:00-09:00,2024-08-17,08:00-09:00,2024,8,17,6,1,3,8,1,0,37171.699,886.157959,7778.234863,17325.256,-4272.0,24341.051,360.906799
1953,2024-08-17_09:00-10:00,2024-08-17,09:00-10:00,2024,8,17,6,1,3,9,1,0,39116.957,624.474304,10093.5791,18380.572,-4721.0,27059.259,273.870087
1954,2024-08-17_10:00-11:00,2024-08-17,10:00-11:00,2024,8,17,6,1,3,10,1,0,40848.352,529.613037,12160.9082,18751.137,-5429.0,28232.984,302.899261
1955,2024-08-17_11:00-12:00,2024-08-17,11:00-12:00,2024,8,17,6,1,3,11,1,0,41553.141,523.463074,12669.31738,18858.238,-5798.0,28054.107,316.712616
1956,2024-08-17_12:00-13:00,2024-08-17,12:00-13:00,2024,8,17,6,1,3,12,1,0,43329.5,453.799042,11889.70801,19011.113,-6788.0,28213.221,378.605499
1957,2024-08-17_13:00-14:00,2024-08-17,13:00-14:00,2024,8,17,6,1,3,13,1,0,43368.148,509.080383,11501.15723,18966.842,-6386.0,27813.259,378.098633
1958,2024-08-17_14:00-15:00,2024-08-17,14:00-15:00,2024,8,17,6,1,3,14,1,0,43242.973,496.091949,9740.884766,19006.127,-5727.0,27062.003,390.677094
1959,2024-08-17_15:00-16:00,2024-08-17,15:00-16:00,2024,8,17,6,1,3,15,1,0,43371.023,534.588989,6925.404785,19395.646,-5928.0,26108.208,423.536652
1960,2024-08-17_16:00-17:00,2024-08-17,16:00-17:00,2024,8,17,6,1,3,16,0,0,43534.785,559.302063,4084.241699,21561.037,-5715.0,26643.746,719.030884
1961,2024-08-17_17:00-18:00,2024-08-17,17:00-18:00,2024,8,17,6,1,3,17,0,0,42715.797,655.089233,1613.250854,21101.908,-4860.0,24792.79,598.166626
1962,2024-08-17_18:00-19:00,2024-08-17,18:00-19:00,2024,8,17,6,1,3,18,0,0,42316.676,773.186768,250.008835,20987.506,-3624.0,24039.386,431.994568
1963,2024-08-17_19:00-20:00,2024-08-17,19:00-20:00,2024,8,17,6,1,3,19,0,0,45070.871,967.846069,115.431549,21469.27,-2443.0,24872.253,576.159851
1964,2024-08-17_20:00-21:00,2024-08-17,20:00-21:00,2024,8,17,6,1,3,20,0,0,45440.492,1082.312988,0.06,21429.967,-3296.0,25220.325,875.2164310000001
1965,2024-08-17_21:00-22:00,2024-08-17,21:00-22:00,2024,8,17,6,1,3,21,0,0,43764.594,1379.684326,0.0,21512.199,-2948.0,24635.356,420.99292
1966,2024-08-17_22:00-23:00,2024-08-17,22:00-23:00,2024,8,17,6,1,3,22,0,1,41502.215,1389.821167,0.0,20591.49,-4445.0,23286.083,565.107239
1967,2024-08-17_23:00-24:00,2024-08-17,23:00-24:00,2024,8,17,6,1,3,23,0,1,0.0,1145.864014,0.0,0.0,-4599.0,23483.88,494.898834
1968,2024-08-18_00:00-01:00,2024-08-18,00:00-01:00,2024,8,18,7,1,3,0,0,1,38268.0,1022.426147,0.0,18519.891,-4175.0,22493.1,390.790131
1969,2024-08-18_01:00-02:00,2024-08-18,01:00-02:00,2024,8,18,7,1,3,1,0,1,36364.0,788.587158,0.0,18316.0,-5783.0,21435.89,451.001434
1970,2024-08-18_02:00-03:00,2024-08-18,02:00-03:00,2024,8,18,7,1,3,2,0,1,34912.0,570.873047,0.0,17158.5,-5937.0,20633.187,397.240601
1971,2024-08-18_03:00-04:00,2024-08-18,03:00-04:00,2024,8,18,7,1,3,3,0,1,33752.0,456.682007,0.0,16902.0,-5769.0,20192.528,387.91095
1972,2024-08-18_04:00-05:00,2024-08-18,04:00-05:00,2024,8,18,7,1,3,4,0,1,33166.0,483.633026,0.02,16864.0,-5166.0,20373.038,376.326141
1973,2024-08-18_05:00-06:00,2024-08-18,05:00-06:00,2024,8,18,7,1,3,5,0,1,32925.0,596.848022,144.227005,16780.0,-4791.0,20349.066,357.769989
1974,2024-08-18_06:00-07:00,2024-08-18,06:00-07:00,2024,8,18,7,1,3,6,0,1,33374.0,545.642029,1271.795654,16735.0,-2698.0,20673.248,342.107727
1975,2024-08-18_07:00-08:00,2024-08-18,07:00-08:00,2024,8,18,7,1,3,7,0,0,35293.0,590.77301,3840.400635,16735.0,-2335.0,21972.104,335.576294
1976,2024-08-18_08:00-09:00,2024-08-18,08:00-09:00,2024,8,18,7,1,3,8,1,0,38664.0,401.289001,6182.552734,16735.0,-3858.0,23104.966,342.073761
1977,2024-08-18_09:00-10:00,2024-08-18,09:00-10:00,2024,8,18,7,1,3,9,1,0,41116.0,298.765961,8388.521484,16785.0,-4400.0,25592.477,322.432068
1978,2024-08-18_10:00-11:00,2024-08-18,10:00-11:00,2024,8,18,7,1,3,10,1,0,42841.0,218.470978,9961.768555,16185.0,-5472.0,26948.617,351.312347
1979,2024-08-18_11:00-12:00,2024-08-18,11:00-12:00,2024,8,18,7,1,3,11,1,0,43157.0,498.154968,10783.87598,16185.0,-6049.0,26889.292,339.766266
1980,2024-08-18_12:00-13:00,2024-08-18,12:00-13:00,2024,8,18,7,1,3,12,1,0,44673.0,824.360046,10267.43262,16230.0,-7228.0,26853.985,358.565186
1981,2024-08-18_13:00-14:00,2024-08-18,13:00-14:00,2024,8,18,7,1,3,13,1,0,44268.0,692.772156,7807.291016,16230.0,-7248.0,25946.178,564.03
1982,2024-08-18_14:00-15:00,2024-08-18,14:00-15:00,2024,8,18,7,1,3,14,1,0,43612.0,976.583984,5536.419922,16892.0,-6804.0,24821.233,562.23
1983,2024-08-18_15:00-16:00,2024-08-18,15:00-16:00,2024,8,18,7,1,3,15,1,0,43214.0,675.200073,4002.375244,18092.0,-6926.0,24306.508,397.858307
1984,2024-08-18_16:00-17:00,2024-08-18,16:00-17:00,2024,8,18,7,1,3,16,0,0,42842.0,399.44101,2774.283691,19888.7,-6130.0,25003.961,361.951447
1985,2024-08-18_17:00-18:00,2024-08-18,17:00-18:00,2024,8,18,7,1,3,17,0,0,41319.0,407.276978,1213.986572,21176.813,-5948.0,24382.609,359.915619
1986,2024-08-18_18:00-19:00,2024-08-18,18:00-19:00,2024,8,18,7,1,3,18,0,0,40674.0,458.977997,182.996765,20791.095,-4591.0,24594.733,352.967834
1987,2024-08-18_19:00-20:00,2024-08-18,19:00-20:00,2024,8,18,7,1,3,19,0,0,42770.0,415.64798,115.390007,21132.0,-3309.0,24976.628,377.622681
1988,2024-08-18_20:00-21:00,2024-08-18,20:00-21:00,2024,8,18,7,1,3,20,0,0,43239.0,513.883118,0.04,21412.0,-4213.0,26061.537,365.678253
1989,2024-08-18_21:00-22:00,2024-08-18,21:00-22:00,2024,8,18,7,1,3,21,0,0,41646.0,694.358032,0.0,21557.516,-3550.0,25860.67,343.275665
1990,2024-08-18_22:00-23:00,2024-08-18,22:00-23:00,2024,8,18,7,1,3,22,0,1,39384.0,692.195923,0.0,20367.521,-4804.0,24045.87,358.793365
1991,2024-08-18_23:00-24:00,2024-08-18,23:00-24:00,2024,8,18,7,1,3,23,0,1,37442.0,550.320984,0.0,20031.0,-4689.0,24104.161,361.194153
1992,2024-08-19_00:00-01:00,2024-08-19,00:00-01:00,2024,8,19,1,0,3,0,0,1,36616.402,450.205963,0.0,19504.34,-4819.0,22222.576,399.091309
1993,2024-08-19_01:00-02:00,2024-08-19,01:00-02:00,2024,8,19,1,0,3,1,0,1,35157.27,510.967041,0.0,18360.633,-5971.0,21096.284,396.4133
1994,2024-08-19_02:00-03:00,2024-08-19,02:00-03:00,2024,8,19,1,0,3,2,0,1,33919.535,552.136963,0.0,18096.67,-5899.0,20616.897,395.647614
1995,2024-08-19_03:00-04:00,2024-08-19,03:00-04:00,2024,8,19,1,0,3,3,0,1,32747.0,512.924988,0.0,18057.531,-5742.0,20471.464,376.701324
1996,2024-08-19_04:00-05:00,2024-08-19,04:00-05:00,2024,8,19,1,0,3,4,0,1,32517.215,436.69101,0.01,18025.262,-5178.0,20417.191,376.113373
1997,2024-08-19_05:00-06:00,2024-08-19,05:00-06:00,2024,8,19,1,0,3,5,0,1,33042.891,487.302917,144.110001,17609.342,-4738.0,20208.089,376.128601
1998,2024-08-19_06:00-07:00,2024-08-19,06:00-07:00,2024,8,19,1,0,3,6,0,1,33729.43,512.429932,1187.719727,17492.012,-2688.0,20856.052,381.104858
1999,2024-08-19_07:00-08:00,2024-08-19,07:00-08:00,2024,8,19,1,0,3,7,0,0,35665.898,463.049011,3324.507813,17443.1,-2264.0,21715.085,381.266785
2000,2024-08-19_08:00-09:00,2024-08-19,08:00-09:00,2024,8,19,1,0,3,8,1,0,38547.582,391.719025,5653.980957,17518.695,-3849.0,23137.814,381.542389
2001,2024-08-19_09:00-10:00,2024-08-19,09:00-10:00,2024,8,19,1,0,3,9,1,0,40019.414,257.748016,7916.561035,18349.828,-4374.0,25469.28,380.883636
2002,2024-08-19_10:00-11:00,2024-08-19,10:00-11:00,2024,8,19,1,0,3,10,1,0,41045.379,156.933975,10628.61426,18707.287,-5465.0,26868.885,375.044586
2003,2024-08-19_11:00-12:00,2024-08-19,11:00-12:00,2024,8,19,1,0,3,11,1,0,40695.398,108.956017,11182.5332,18991.969,-7427.0,27238.707,376.756805
2004,2024-08-19_12:00-13:00,2024-08-19,12:00-13:00,2024,8,19,1,0,3,12,1,0,41426.949,105.288002,10794.71191,18642.279,-8869.0,26343.746,375.740356
2005,2024-08-19_13:00-14:00,2024-08-19,13:00-14:00,2024,8,19,1,0,3,13,1,0,41184.137,134.779984,10613.54102,18760.52,-8861.0,26692.525,374.020508
2006,2024-08-19_14:00-15:00,2024-08-19,14:00-15:00,2024,8,19,1,0,3,14,1,0,40964.512,144.401962,9219.333984,19170.242,-8467.0,25868.134,377.002502
2007,2024-08-19_15:00-16:00,2024-08-19,15:00-16:00,2024,8,19,1,0,3,15,1,0,40966.504,335.695892,6445.862305,20569.027,-9029.0,26846.901,380.481903
2008,2024-08-19_16:00-17:00,2024-08-19,16:00-17:00,2024,8,19,1,0,3,16,0,0,41641.406,366.465302,3865.649414,21838.141,-7683.0,27107.727,382.058014
2009,2024-08-19_17:00-18:00,2024-08-19,17:00-18:00,2024,8,19,1,0,3,17,0,0,40515.953,413.660065,1696.614258,21419.645,-5690.0,25042.151,400.542847
2010,2024-08-19_18:00-19:00,2024-08-19,18:00-19:00,2024,8,19,1,0,3,18,0,0,40490.363,381.789063,200.644028,20915.148,-4176.0,23596.557,499.522522
2011,2024-08-19_19:00-20:00,2024-08-19,19:00-20:00,2024,8,19,1,0,3,19,0,0,42477.316,496.496002,115.390007,21205.275,-2958.0,23906.765,429.719238
2012,2024-08-19_20:00-21:00,2024-08-19,20:00-21:00,2024,8,19,1,0,3,20,0,0,42332.531,711.530029,0.06,21342.922,-4172.0,25053.966,399.814056
2013,2024-08-19_21:00-22:00,2024-08-19,21:00-22:00,2024,8,19,1,0,3,21,0,0,40755.926,936.737183,0.0,21521.898,-3633.0,24904.86,385.262787
2014,2024-08-19_22:00-23:00,2024-08-19,22:00-23:00,2024,8,19,1,0,3,22,0,1,38546.188,767.952026,0.0,21223.654,-5009.0,23939.065,398.509216
2015,2024-08-19_23:00-24:00,2024-08-19,23:00-24:00,2024,8,19,1,0,3,23,0,1,36426.062,619.932861,0.0,21221.727,-4960.0,23762.231,377.684448
2016,2024-08-20_00:00-01:00,2024-08-20,00:00-01:00,2024,8,20,2,0,3,0,0,1,36999.062,479.998962,0.0,19639.299,-3739.0,22322.523,400.993835
2017,2024-08-20_01:00-02:00,2024-08-20,01:00-02:00,2024,8,20,2,0,3,1,0,1,35454.613,495.238953,0.0,17992.764,-4337.0,20677.384,406.064819
2018,2024-08-20_02:00-03:00,2024-08-20,02:00-03:00,2024,8,20,2,0,3,2,0,1,34113.777,455.491943,0.0,17498.021,-4158.0,20070.806,400.515259
2019,2024-08-20_03:00-04:00,2024-08-20,03:00-04:00,2024,8,20,2,0,3,3,0,1,33266.602,331.731964,0.0,17282.863,-4180.0,19811.172,397.254425
2020,2024-08-20_04:00-05:00,2024-08-20,04:00-05:00,2024,8,20,2,0,3,4,0,1,32737.479,349.085999,0.01,17201.982,-3536.0,19740.178,379.718872
2021,2024-08-20_05:00-06:00,2024-08-20,05:00-06:00,2024,8,20,2,0,3,5,0,1,32909.0,341.306946,145.939972,17145.338,-3163.0,19727.081,380.857117
2022,2024-08-20_06:00-07:00,2024-08-20,06:00-07:00,2024,8,20,2,0,3,6,0,1,33437.324,416.966003,1417.694458,16867.641,-2615.0,20307.512,381.175385
2023,2024-08-20_07:00-08:00,2024-08-20,07:00-08:00,2024,8,20,2,0,3,7,0,0,35320.633,512.938965,4425.089355,16527.379,-2645.0,21417.966,362.359375
2024,2024-08-20_08:00-09:00,2024-08-20,08:00-09:00,2024,8,20,2,0,3,8,1,0,37873.465,556.988159,8088.938477,14045.481,-1193.0,20561.216,361.529999
2025,2024-08-20_09:00-10:00,2024-08-20,09:00-10:00,2024,8,20,2,0,3,9,1,0,39369.605,502.554932,10992.26074,13677.403,-1982.0,21497.003,316.946259
2026,2024-08-20_10:00-11:00,2024-08-20,10:00-11:00,2024,8,20,2,0,3,10,1,0,40511.219,417.643097,12581.00391,13591.369,-2749.0,22676.427,364.438843
2027,2024-08-20_11:00-12:00,2024-08-20,11:00-12:00,2024,8,20,2,0,3,11,1,0,40181.957,277.977997,13313.73145,13963.312,-3633.0,23828.599,324.277893
2028,2024-08-20_12:00-13:00,2024-08-20,12:00-13:00,2024,8,20,2,0,3,12,1,0,42080.066,177.413956,13219.16895,14562.213,-5162.0,24698.478,351.495911
2029,2024-08-20_13:00-14:00,2024-08-20,13:00-14:00,2024,8,20,2,0,3,13,1,0,41705.059,158.283966,12740.27148,14075.953,-4562.0,23919.163,354.733307
2030,2024-08-20_14:00-15:00,2024-08-20,14:00-15:00,2024,8,20,2,0,3,14,1,0,42069.438,193.569962,11423.78027,14695.412,-3322.0,23780.16,368.862976
2031,2024-08-20_15:00-16:00,2024-08-20,15:00-16:00,2024,8,20,2,0,3,15,1,0,42563.078,241.462967,8488.447266,17549.75,-4263.0,25161.066,382.207397
2032,2024-08-20_16:00-17:00,2024-08-20,16:00-17:00,2024,8,20,2,0,3,16,0,0,43268.266,279.516083,5394.713867,20081.123,-4761.0,25476.956,402.861145
2033,2024-08-20_17:00-18:00,2024-08-20,17:00-18:00,2024,8,20,2,0,3,17,0,0,42433.848,315.804993,2034.132568,20774.564,-4483.0,24317.112,597.753418
2034,2024-08-20_18:00-19:00,2024-08-20,18:00-19:00,2024,8,20,2,0,3,18,0,0,42023.094,433.486938,180.121124,20631.133,-3067.0,23093.371,707.692566
2035,2024-08-20_19:00-20:00,2024-08-20,19:00-20:00,2024,8,20,2,0,3,19,0,0,44137.301,630.562012,115.390007,20972.77,-2302.0,23649.763,517.7164310000001
2036,2024-08-20_20:00-21:00,2024-08-20,20:00-21:00,2024,8,20,2,0,3,20,0,0,44315.996,916.37793,0.06,21150.805,-3814.0,24974.488,548.436401
2037,2024-08-20_21:00-22:00,2024-08-20,21:00-22:00,2024,8,20,2,0,3,21,0,0,42435.156,1191.639648,0.0,21163.766,-3320.0,24449.259,400.125427
2038,2024-08-20_22:00-23:00,2024-08-20,22:00-23:00,2024,8,20,2,0,3,22,0,1,39711.004,1311.591919,0.0,18461.832,-1815.0,21058.449,401.670959
2039,2024-08-20_23:00-24:00,2024-08-20,23:00-24:00,2024,8,20,2,0,3,23,0,1,37397.176,1243.506958,0.0,17902.453,-1678.0,20573.639,380.252899
2040,2024-08-21_00:00-01:00,2024-08-21,00:00-01:00,2024,8,21,3,0,3,0,0,1,37719.074,1710.296143,0.0,18575.383,-3510.0,21464.69,400.503479
2041,2024-08-21_01:00-02:00,2024-08-21,01:00-02:00,2024,8,21,3,0,3,1,0,1,35793.328,2147.349121,0.0,17590.262,-4027.0,20561.875,381.983582
2042,2024-08-21_02:00-03:00,2024-08-21,02:00-03:00,2024,8,21,3,0,3,2,0,1,34504.828,2719.607178,0.0,17497.73,-4148.0,20278.842,381.961792
2043,2024-08-21_03:00-04:00,2024-08-21,03:00-04:00,2024,8,21,3,0,3,3,0,1,33330.32,1583.820801,0.0,16938.791,-4229.0,19627.439,381.647552
2044,2024-08-21_04:00-05:00,2024-08-21,04:00-05:00,2024,8,21,3,0,3,4,0,1,32996.684,1393.836914,0.01,17000.922,-4224.0,19641.786,381.449707
2045,2024-08-21_05:00-06:00,2024-08-21,05:00-06:00,2024,8,21,3,0,3,5,0,1,33017.969,1036.005981,146.880005,16661.066,-3886.0,19260.413,381.608459
2046,2024-08-21_06:00-07:00,2024-08-21,06:00-07:00,2024,8,21,3,0,3,6,0,1,33375.305,815.09198,1465.708374,16645.443,-2767.0,19836.446,381.534424
2047,2024-08-21_07:00-08:00,2024-08-21,07:00-08:00,2024,8,21,3,0,3,7,0,0,35117.316,479.210968,4674.233887,16695.182,-2753.0,21511.114,362.262543
2048,2024-08-21_08:00-09:00,2024-08-21,08:00-09:00,2024,8,21,3,0,3,8,1,0,37323.652,420.865021,7960.034668,13908.42,-1872.0,20803.837,364.316406
2049,2024-08-21_09:00-10:00,2024-08-21,09:00-10:00,2024,8,21,3,0,3,9,1,0,38737.438,272.856049,11189.72754,13812.182,-2875.0,22372.106,303.996368
2050,2024-08-21_10:00-11:00,2024-08-21,10:00-11:00,2024,8,21,3,0,3,10,1,0,40256.574,193.337021,12815.34961,13900.843,-3966.0,23753.845,263.875916
